31.2046	121.599723
31.213039	121.590509
31.20459	121.599743
31.20488	121.599664
31.204817	121.599609
31.204465	121.599564
31.204465	121.599564
31.204916	121.599657
31.204916	121.599657
31.204916	121.599657
31.212972	121.590254
31.202606	121.623231
31.212983	121.590309
31.205065	121.599757
31.201716	121.62319
31.212864	121.590401
31.202496	121.623246
31.202445	121.62328
31.202329	121.627123
31.208314	121.616469
31.202496	121.623246
31.202496	121.623246
31.202496	121.623246
31.205087	121.599822
31.205166	121.599723
31.2046	121.599744
31.204595	121.599726
31.205102	121.599786
31.205119	121.599763
31.205119	121.599763
31.202645	121.623233
31.201085	121.625478
31.202671	121.623236
31.200599	121.623032
31.205118	121.599779
31.204617	121.599757
31.204618	121.599463
31.204618	121.599463
31.204601	121.599745
31.204601	121.599745
31.200344	121.622964
31.202452	121.623269
31.202452	121.623269
31.20459	121.59974
31.204609	121.599741
31.204606	121.599746
31.202022	121.627074
31.200898	121.623407
31.205075	121.599843
31.204927	121.599721
31.204927	121.599721
31.204962	121.599757
31.200368	121.62299
31.200368	121.62299
31.202736	121.623228
31.202555	121.59816
31.205102	121.599786
31.205119	121.599763
31.207543	121.597589
31.205084	121.599834
31.204636	121.599703
31.204636	121.599703
31.204636	121.599703
31.205112	121.599795
31.2047	121.599913
31.2047	121.599913
31.204591	121.599735
31.21201	121.591694
31.204591	121.599735
31.202489	121.623257
31.202612	121.623229
31.204415	121.59979
31.202672	121.623215
31.202473	121.623254
31.200702	121.624118
31.202794	121.601209
31.205069	121.599848
31.202692	121.623228
31.207193	121.600087
31.200342	121.62298
31.200349	121.622978
31.205065	121.599757
31.205065	121.599757
31.202139	121.623008
31.202496	121.623246
31.202496	121.623246
31.479079	120.270045
31.207578	121.60188
31.205065	121.59982
31.202594	121.623229
31.240629	121.492839
31.200836	121.623246
31.200542	121.623631
31.347789	121.357768
31.347754	121.357784
31.34493	121.365452
31.202407	121.622975
31.202694	121.623218
31.204415	121.59979
31.204415	121.59979
31.209104	121.592698
31.204747	121.599803
31.205112	121.599795
31.202606	121.623228
31.202268	121.62339
31.202297	121.623395
